407.751724137931,228.613793103448,-80.4077261186722,NaN,1
407.698630136986,228.445205479452,-80.5555208203805,3,1
407.703448275862,228.627586206897,-80.5731955397153,3,1
407.715277777778,228.590277777778,-80.4391448005066,1,1
407.715277777778,228.590277777778,-80.4391448005066,0,1
407.710344827586,228.51724137931,-80.5513695743951,1,1
407.737931034483,228.641379310345,-80.278618085888,2,1
407.701388888889,228.569444444444,-80.3134786254799,3,1
407.744827586207,228.689655172414,-80.1686970704743,3,1
407.795918367347,228.843537414966,-79.7938260191622,2,1
407.789115646258,228.789115646258,-79.8934485345303,2,1
407.787671232877,228.760273972603,-79.6785142000649,3,1
407.817567567568,228.885135135135,-79.6661255442609,2,1
407.8,228.558620689655,-79.6757466158863,5,1
407.676258992806,227.834532374101,-79.0261077755226,22,1
407.830985915493,228.147887323944,-74.6796101188798,35,1
407.905660377359,228.213836477987,-80.1954956505645,53,1
408.335365853659,228.530487804878,-72.0932961347998,23,1
407.784172661871,226.143884892086,80.2405416990998,67,1
407.312925170068,223.959183673469,-80.9168194056242,64,1
407.141891891892,223.324324324324,-77.2382764022389,35,1
406.727272727273,220.662337662338,-79.8090362470628,74,1
406.653594771242,218.869281045752,-85.8155173506635,43,1
405.937062937063,214.146853146853,80.4913564860829,102,1
405.664473684211,210.855263157895,-83.9409809502407,77,1
405.674242424242,209.25,-74.7954195573859,48,1
404.717557251908,204.656488549618,-71.244965804967,93,1
404.293333333333,201.706666666667,-80.6839616024851,55,1
403.410071942446,196.568345323741,-87.0700639413187,97,1
402.635135135135,192.641891891892,-71.2918543106505,79,1
402.272727272727,190.893939393939,-65.9791903280562,46,1
400.956204379562,186.197080291971,-72.3606320920675,99,1
400.421768707483,183.891156462585,-78.8793055133922,50,1
399.036764705882,178.514705882353,-79.9292317272299,95,1
398.081481481481,173.888888888889,-67.7772694018257,85,1
397.738095238095,172.587301587302,-65.8615472741069,31,1
396.392592592593,168.362962962963,-74.3149989676111,89,1
395.618705035971,165.884892086331,-79.8523115450413,56,1
394.284671532847,161.014598540146,-71.0697823461463,82,1
393.115107913669,157.05035971223,-64.0796430336646,80,1
392.46511627907,155.302325581395,-66.5739251078165,38,1
390.975609756098,150.983739837398,-78.8662141541654,88,1
390.030769230769,148.038461538462,-79.3707303588071,55,1
388.86013986014,144.370629370629,-68.4892144590414,79,1
387.372262773723,140.102189781022,-65.4350550856515,78,1
386.967213114754,139.008196721311,-67.3809215274383,27,1
385.51724137931,134.681034482759,-79.2497872291912,80,1
384.558139534884,131.658914728682,-78.1695885108611,53,1
