x,,,,
CPS_05_A_Low_edit_20190619_C2.avi,,,,10
PB_05_D_Low_edit_20190701_C2.avi,,,,19
BO_04_A_Low_edit_20190702_C2.avi,,,,84
MI_06_A_High_edit_20190529_C2.avi,,,,14
PB_05_A_Low_edit_20190620_C2.avi,,,,4
BO_W_11_edit_20190611_C2.avi,,,,35
BS_02_C_High_edit_20190526_C2.avi,,,,28
BS_W_09_edit_20190606_C1.avi,,,,31
E1_01_D_Low_2_edit_20190625_C2.avi,,,,19
BO_W_20_edit_20190614_C2.avi,,,,13
DT_W_19_edit_20190614_C2.avi,,,,24
GB_W_12_edit_20190611_C2.avi,,,,40
DE_04_C_High_edit_20190518_C2.avi,,,,21
BO_01_D_High_edit_20190531_C2.avi,,,,7
PB_01_A_High_edit_20190530_C2.avi,,,,26
BO_W_03_edit_20190606_C1.avi,,,,39
BS_W_12_edit_20190611_C2.avi,,,,8
PB_W_15_edit_20190610_C2.avi,,,,127
DE_03_C_High_edit_20190531_C2.avi,,,,69
BS_W_11_edit_20190611_C2.avi,,,,5
LO_02_A_Low_edit_20190625_C2.avi,,,,17
MI_03_D_Low_edit_20190622_C2.avi,,,,30
LO_03_D_High_edit_20190524_C2.avi,,,,117
DE_03_B_High_edit_20190530_C2.avi,,,,64
DT_03_B_High_edit_20190528_C2.avi,,,,33
CPS_W_06_edit_20190606_C2.avi,,,,14
PB_02_B_Low_edit_20190630_C2.avi,,,,12
BS_W_16_edit_20190612_C2.avi,,,,38
DT_05_A_Low_edit_20190701_C2.avi,,,,23
DE_03_D_Low_edit_20190624_C2.avi,,,,21
GB_W_16_edit_20190612_C2.avi,,,,9
CPS_W_10_edit_20190604_C2.avi,,,,17
BO_01_B_Low_edit_20190623_C2.avi,,,,14
DT_W_06_edit_20190606_C2.avi,,,,36
GB_W_13_edit_20190611_C2.avi,,,,4
BS_05_C_High_edit_20190527_C2.avi,,,,3
MI_06_A_Low_edit_20190629_C2.avi,,,,27
BO_01_B_High_edit_20190526_C2.avi,,,,81
MI_02_D_High_edit_20190529_C2.avi,,,,41
BO_04_C_Low_edit_20190702_C2.avi,,,,33
CPS_04_D_High_edit_20190523_C2.avi,,,,137
E1_03_C_Low_edit_20190619_C2.avi,,,,41
CPS_04_D_High_edit_20190519_C2.avi,,,,38
E1_04_C_High_edit_20190526_C2.avi,,,,8
MI_05_A_High_edit_20190531_C2.avi,,,,36
GB_02_B_High_edit_20190519_C2.avi,,,,46
BS_W_17_edit_20190613_C2.avi,,,,47
LO_06_A_Low_edit_20190629_C2.avi,,,,58
CPS_05_B_Low_edit_20190701_C2.avi,,,,47
LO_W_02_edit_20190611_C2.avi,,,,29
E1_01_A_High_edit_20190530_C2.avi,,,,22
BO_W_10_edit_20190607_C2.avi,,,,42
DT_06_B_Low_edit_20190630_C2.avi,,,,62
DE_W_02_edit_20190604_C2.avi,,,,17
BO_02_B_High_edit_20190524_C2.avi,,,,1
DT_W_12_edit_20190611_C2.avi,,,,7
BO_01_A_High_edit_20190601_C2.avi,,,,13
LO_05_D_High_edit_20190531_C2.avi,,,,14
CPS_03_D_High_edit_20190530_C2.avi,,,,7
BO_03_B_Low_2_edit_20190618_C2.avi,,,,59
PB_01_D_High_edit_20190527_C2.avi,,,,27
DE_05_D_Low_edit_20190624_C2.avi,,,,20
DT_W_10_edit_20190607_C2.avi,,,,50
E1_01_A_Low_edit_20190701_C2.avi,,,,51
PB_02_C_Low_edit_20190618_C2.avi,,,,11
PB_02_B_High_edit_20190529_C1.avi,,,,54
E1_04_B_High_edit_20190529_C1.avi,,,,35
MI_03_C_High_edit_20190528_C2.avi,,,,13
GB_02_A_Low_edit_20190630_C2.avi,,,,21
E1_05_B_High_edit_20190518_C2.avi,,,,23
GB_01_D_High_edit_20190527_C2.avi,,,,17
BS_05_D_Low_edit_20190619_C2.avi,,,,50
DE_05_D_High_edit_20190527_C2.avi,,,,2
MI_01_A_High_edit_20190530_C2.avi,,,,20
MI_05_A_Low_edit_20190630_C2.avi,,,,15
BS_04_A_High_edit_20190526_C2.avi,,,,4
PB_01_A_Low_edit_20190625_C2.avi,,,,15
BS_04_C_Low_edit_20190617_C2.avi,,,,18
LO_06_D_High_edit_20190530_C2.avi,,,,4
DT_06_B_High_edit_20190529_C2.avi,,,,18
DE_05_A_High_edit_20190529_C2.avi,,,,7
MI_01_C_Low_edit_20190625_C2.avi,,,,10
GB_W_03_edit_20190528_C2.avi,,,,58
LO_05_C_Low_edit_20190630_C2.avi,,,,11
DT_05_B_Low_edit_20190619_C2.avi,,,,6
MI_06_D_Low_edit_20190622_C2.avi,,,,13
MI_02_C_Low_edit_20190702_C2.avi,,,,78
PB_W_08_edit_20190605_C2.avi,,,,92
DE_01_B_Low_edit_20190620_C2.avi,,,,29
PB_04_A_Low_edit_20190618_C2.avi,,,,3
PB_05_B_High_edit_20190518_C2.avi,,,,75
DE_W_09_edit_20190612_C2.avi,,,,4
MI_03_B_High_edit_20190518_C2.avi,,,,12
GB_04_D_High_edit_20190529_C2.avi,,,,79
DT_W_15_edit_20190612_C2.avi,,,,24
BO_05_A_Low_edit_20190620_C2.avi,,,,29
LO_06_B_Low_edit_20190617_C2.avi,,,,40
CPS_W_03_edit_20190605_C2.avi,,,,22
GB_04_B_Low_edit_20190617_C2.avi,,,,19
DE_03_A_Low_edit_20190619_C2.avi,,,,42
