Date,Pond,Clutch,Indiv,Cam,Tray,T_initial,T_final,Initials,Comments,Temp comments,Treatment,trynum
7/2/19,BO,2,D,2,2,16.7,NA,KG,,temp measured on white tray,LOW,
7/2/19,BO,4,C,2,2,17.5,NA,AZA,,temp measured on white tray,LOW,2
7/2/19,BS,3,B,2,2,17.2,NA,KG,,temp measured on white tray,LOW,2
7/2/19,CPS,5,D,2,2,16.9,NA,KG,,temp measured on white tray,LOW,
7/2/19,DE,5,B,2,2,17.3,NA,KG,,temp measured on white tray,LOW,
7/2/19,DE,3,C,2,2,16.5,NA,KG,,temp measured on white tray,LOW,
7/2/19,DT,6,D,2,2,17.3,NA,AZA,,temp measured on white tray,LOW,
7/2/19,DT,3,C,2,2,17.5,NA,KG,,temp measured on white tray,LOW,
7/2/19,E1,4,D,2,2,17.1,NA,AZA,,temp measured on white tray,LOW,
7/2/19,E1,1,C,2,2,17.3,NA,KG,,temp measured on white tray,LOW,
7/2/19,GB,1,B,2,2,16.2,NA,KG,,"temp measured on white tray, measured after run",LOW,
7/2/19,GB,6,D,2,2,17.3,NA,KG,,temp measured on white tray,LOW,
7/2/19,GB,2,C,2,2,16.9,NA,KG,,temp measured on white tray,LOW,2
7/2/19,LO,4,D,2,2,17.5,NA,AZA,,temp measured on white tray,LOW,
7/2/19,MI,2,A,2,2,15.8,NA,AZA,,temp measured on white tray,LOW,
7/2/19,MI,1,D,2,2,17.3,NA,KG,,temp measured on white tray,LOW,
7/2/19,PB,2,A,2,2,15.7,NA,AZA,,temp measured on white tray,LOW,
7/2/19,PB,4,C,2,2,17,NA,KG,,temp measured on white tray,LOW,
